seed_id,seed,domain,syntactic_type,register,utterance_length,lexical_complexity,speech_phenomena,strategy,strategy_family,constrained_transform,utterance,semantic_similarity,perplexity
1,turn off the lights,smart_home,imperative,neutral,short,phrasal_verb,,mlm_substitution,mlm_substitution,,turn off the generator,0.5153,140.06
1,turn off the lights,smart_home,imperative,neutral,short,phrasal_verb,,mlm_substitution,mlm_substitution,,turn off the road,0.5844,129.15
1,turn off the lights,smart_home,imperative,neutral,short,phrasal_verb,,mlm_substitution,mlm_substitution,,turning off the lights,0.8606,55.48
1,turn off the lights,smart_home,imperative,neutral,short,phrasal_verb,,mlm_substitution,mlm_substitution,,cutting off the lights,0.6165,134.24
1,turn off the lights,smart_home,imperative,neutral,short,phrasal_verb,,mlm_substitution,mlm_substitution,,turn off the light,0.9147,90.45
1,turn off the lights,smart_home,imperative,neutral,short,phrasal_verb,,mlm_substitution,mlm_substitution,,turn off the tv,0.6317,387.39
1,turn off the lights,smart_home,imperative,neutral,short,phrasal_verb,,mlm_substitution,mlm_substitution,,flipping off the lights,0.7495,319.81
1,turn off the lights,smart_home,imperative,neutral,short,phrasal_verb,,mlm_substitution,mlm_substitution,,switched off the lights,0.8545,77.59
1,turn off the lights,smart_home,imperative,neutral,short,phrasal_verb,,mlm_substitution,mlm_substitution,,turn off the alarm,0.57,150.1
1,turn off the lights,smart_home,imperative,neutral,short,phrasal_verb,,mlm_substitution,mlm_substitution,,switches off the lights,0.7789,211.22
1,turn off the lights,smart_home,imperative,neutral,short,phrasal_verb,,mlm_substitution,mlm_substitution,,turned off the lights,0.878,265.79
1,turn off the lights,smart_home,imperative,neutral,short,phrasal_verb,,mlm_substitution,mlm_substitution,,turn off the internet,0.5915,118.02
1,turn off the lights,smart_home,imperative,neutral,short,phrasal_verb,,mlm_substitution,mlm_substitution,,switching off the lights,0.8146,69.93
1,turn off the lights,smart_home,imperative,neutral,short,phrasal_verb,,mlm_substitution,mlm_substitution,,flick off the lights,0.8231,298.35
1,turn off the lights,smart_home,imperative,neutral,short,phrasal_verb,,mlm_substitution,mlm_substitution,,turns off the lights,0.8902,87.71
1,turn off the lights,smart_home,imperative,neutral,short,phrasal_verb,,mlm_substitution,mlm_substitution,,turn off the radio,0.589,104.09
1,turn off the lights,smart_home,imperative,neutral,short,phrasal_verb,,mlm_substitution,mlm_substitution,,turn off the lamp,0.7487,153.33
1,turn off the lights,smart_home,imperative,neutral,short,phrasal_verb,,expansion,expansion,,dim the lights,0.8102,728.21
1,turn off the lights,smart_home,imperative,neutral,short,phrasal_verb,,expansion,expansion,,turn on the lights,0.8688,68.58
1,turn off the lights,smart_home,imperative,neutral,short,phrasal_verb,,expansion,expansion,,switch off the lamps,0.77,506.34
1,turn off the lights,smart_home,imperative,neutral,short,phrasal_verb,,expansion,expansion,,disable the bedside lamp,0.4671,85.39
1,turn off the lights,smart_home,imperative,neutral,short,phrasal_verb,,expansion,expansion,,cut the overhead lighting,0.4773,796.81
1,turn off the lights,smart_home,imperative,neutral,short,phrasal_verb,,expansion,expansion,,turn off all the lights,0.9475,75.22
1,turn off the lights,smart_home,imperative,neutral,short,phrasal_verb,,expansion,expansion,,reduce the brightness,0.5602,788.18
1,turn off the lights,smart_home,imperative,neutral,short,phrasal_verb,,expansion,expansion,,turn off the living room lights,0.7828,82.09
1,turn off the lights,smart_home,imperative,neutral,short,phrasal_verb,,expansion,expansion,,mute the ambient lighting,0.5511,515.55
1,turn off the lights,smart_home,imperative,neutral,short,phrasal_verb,,expansion,expansion,,shut down the floodlights,0.6418,121.42
1,turn off the lights,smart_home,imperative,neutral,short,phrasal_verb,,expansion,expansion,,turn off the reading light,0.646,324.24
1,turn off the lights,smart_home,imperative,neutral,short,phrasal_verb,,expansion,expansion,,turn down the spotlight,0.5671,230.49
2,please turn off the lights,smart_home,imperative,formal,short,phrasal_verb,,llm_paraphrase,llm_paraphrase,,could you switch off the lights please,0.7257,84.0
2,please turn off the lights,smart_home,imperative,formal,short,phrasal_verb,,llm_paraphrase,llm_paraphrase,,would you mind turning off the lights,0.7778,40.48
2,please turn off the lights,smart_home,imperative,formal,short,phrasal_verb,,llm_paraphrase,llm_paraphrase,,can you turn the lights off please,0.7808,78.04
2,please turn off the lights,smart_home,imperative,formal,short,phrasal_verb,,llm_paraphrase,llm_paraphrase,,could you please dim the lights,0.6457,57.15
2,please turn off the lights,smart_home,imperative,formal,short,phrasal_verb,,llm_paraphrase,llm_paraphrase,,can you shut off the lights,0.6561,76.91
2,please turn off the lights,smart_home,imperative,formal,short,phrasal_verb,,llm_paraphrase,llm_paraphrase,,please switch off the lights when you get a chance,0.7948,37.95
2,please turn off the lights,smart_home,imperative,formal,short,phrasal_verb,,llm_paraphrase,llm_paraphrase,,would you be able to turn off the lights,0.6884,15.37
2,please turn off the lights,smart_home,imperative,formal,short,phrasal_verb,,llm_paraphrase,llm_paraphrase,,can you please turn the lights down,0.8241,59.85
2,please turn off the lights,smart_home,imperative,formal,short,phrasal_verb,,llm_paraphrase,llm_paraphrase,,i'd appreciate it if you could turn off the lights,0.7338,25.83
2,please turn off the lights,smart_home,imperative,formal,short,phrasal_verb,,llm_paraphrase,llm_paraphrase,,please cut the lights out,0.7226,192.76
2,please turn off the lights,smart_home,imperative,formal,short,phrasal_verb,,llm_paraphrase,llm_paraphrase,,can you please shut off the lights,0.8211,56.64
2,please turn off the lights,smart_home,imperative,formal,short,phrasal_verb,,llm_paraphrase,llm_paraphrase,,please can you turn the lights off,0.8236,34.19
2,please turn off the lights,smart_home,imperative,formal,short,phrasal_verb,,llm_paraphrase,llm_paraphrase,,could you dim the lights please,0.5788,153.49
2,please turn off the lights,smart_home,imperative,formal,short,phrasal_verb,,llm_paraphrase,llm_paraphrase,,can you turn the lights out,0.665,81.06
2,please turn off the lights,smart_home,imperative,formal,short,phrasal_verb,,llm_paraphrase,llm_paraphrase,,please turn the lights down,0.9059,119.31
2,please turn off the lights,smart_home,imperative,formal,short,phrasal_verb,,llm_paraphrase,llm_paraphrase,,can you switch the lights off for me,0.6829,71.58
2,please turn off the lights,smart_home,imperative,formal,short,phrasal_verb,,llm_paraphrase,llm_paraphrase,,could you kindly turn off the lights,0.8379,42.26
2,please turn off the lights,smart_home,imperative,formal,short,phrasal_verb,,llm_paraphrase,llm_paraphrase,,can you turn the lights off,0.7239,38.97
2,please turn off the lights,smart_home,imperative,formal,short,phrasal_verb,,llm_paraphrase,llm_paraphrase,,please switch off the lights,0.9478,99.49
2,please turn off the lights,smart_home,imperative,formal,short,phrasal_verb,,llm_paraphrase,llm_paraphrase,,can you kill the lights please,0.6433,436.03
2,please turn off the lights,smart_home,imperative,formal,short,phrasal_verb,,llm_paraphrase,llm_paraphrase,,can you turn off the lights for me,0.7731,30.88
2,please turn off the lights,smart_home,imperative,formal,short,phrasal_verb,,llm_paraphrase,llm_paraphrase,,please shut off the lights,0.9109,128.45
2,please turn off the lights,smart_home,imperative,formal,short,phrasal_verb,,llm_paraphrase,llm_paraphrase,,could you please turn the lights off,0.8779,20.81
2,please turn off the lights,smart_home,imperative,formal,short,phrasal_verb,,llm_paraphrase,llm_paraphrase,,could you please switch off the lights,0.8345,33.63
2,please turn off the lights,smart_home,imperative,formal,short,phrasal_verb,,llm_paraphrase,llm_paraphrase,,can you please kill the lights,0.7142,224.34
2,please turn off the lights,smart_home,imperative,formal,short,phrasal_verb,,llm_paraphrase,llm_paraphrase,,would you turn the lights out please,0.7193,118.36
2,please turn off the lights,smart_home,imperative,formal,short,phrasal_verb,,llm_paraphrase,llm_paraphrase,,please switch off the lights for me,0.8907,97.78
2,please turn off the lights,smart_home,imperative,formal,short,phrasal_verb,,llm_paraphrase,llm_paraphrase,,can you turn off the lights when you get a chance,0.6775,25.04
2,please turn off the lights,smart_home,imperative,formal,short,phrasal_verb,,llm_paraphrase,llm_paraphrase,,it would be great if you could turn off the lights,0.7051,15.16
2,please turn off the lights,smart_home,imperative,formal,short,phrasal_verb,,llm_paraphrase,llm_paraphrase,,please could you dim the lights,0.6185,100.17
2,please turn off the lights,smart_home,imperative,formal,short,phrasal_verb,,llm_paraphrase,llm_paraphrase,,can you kill the lights for me,0.6197,112.07
2,please turn off the lights,smart_home,imperative,formal,short,phrasal_verb,,llm_paraphrase,llm_paraphrase,,could you turn the lights out,0.6988,64.94
2,please turn off the lights,smart_home,imperative,formal,short,phrasal_verb,,llm_paraphrase,llm_paraphrase,,would you turn off the lights please,0.7966,62.32
2,please turn off the lights,smart_home,imperative,formal,short,phrasal_verb,,llm_paraphrase,llm_paraphrase,,can you make it dark by turning off the lights,0.5933,41.63
2,please turn off the lights,smart_home,imperative,formal,short,phrasal_verb,,llm_paraphrase,llm_paraphrase,,could you help me out and turn off the lights,0.8013,22.75
2,please turn off the lights,smart_home,imperative,formal,short,phrasal_verb,,constrained:polar_question,constrained,polar_question,could you turn off the lights,0.7589,29.46
2,please turn off the lights,smart_home,imperative,formal,short,phrasal_verb,,constrained:polar_question,constrained,polar_question,can you turn off the lights,0.723,38.4
2,please turn off the lights,smart_home,imperative,formal,short,phrasal_verb,,constrained:polite_imperative,constrained,polite_imperative,kindly turn off the lights,0.8936,96.55
2,please turn off the lights,smart_home,imperative,formal,short,phrasal_verb,,constrained:polite_imperative,constrained,polite_imperative,go ahead and turn off the lights,0.8655,56.57
2,please turn off the lights,smart_home,imperative,formal,short,phrasal_verb,,constrained:indirect_need,constrained,indirect_need,i need the lights to be turned off,0.721,44.44
2,please turn off the lights,smart_home,imperative,formal,short,phrasal_verb,,constrained:indirect_need,constrained,indirect_need,i want the lights to be turned off,0.7328,48.48
2,please turn off the lights,smart_home,imperative,formal,short,phrasal_verb,,constrained:indirect_need,constrained,indirect_need,i'd like the lights to be turned off,0.7393,38.46
2,please turn off the lights,smart_home,imperative,formal,short,phrasal_verb,,constrained:hedged_request,constrained,hedged_request,could you please turn off the lights whenever you can,0.8307,29.01
2,please turn off the lights,smart_home,imperative,formal,short,phrasal_verb,,constrained:hedged_request,constrained,hedged_request,if possible could you turn off the lights,0.7552,165.5
2,please turn off the lights,smart_home,imperative,formal,short,phrasal_verb,,constrained:hedged_request,constrained,hedged_request,whenever you get a chance please turn off the lights,0.7808,54.67
2,please turn off the lights,smart_home,imperative,formal,short,phrasal_verb,,constrained:conditional,constrained,conditional,if you could would you turn off the lights,0.6844,125.94
2,please turn off the lights,smart_home,imperative,formal,short,phrasal_verb,,constrained:conditional,constrained,conditional,would you be able to turn off the lights if possible,0.6764,27.7
2,please turn off the lights,smart_home,imperative,formal,short,phrasal_verb,,constrained:conditional,constrained,conditional,is it possible to turn off the lights,0.6833,28.78
2,please turn off the lights,smart_home,imperative,formal,short,phrasal_verb,,constrained:modal_would,constrained,modal_would,would you please turn off the lights,0.8531,23.37
2,please turn off the lights,smart_home,imperative,formal,short,phrasal_verb,,constrained:modal_would,constrained,modal_would,i would appreciate it if you turned off the lights,0.6924,32.84
2,please turn off the lights,smart_home,imperative,formal,short,phrasal_verb,,constrained:modal_would,constrained,modal_would,would you be so kind as to turn off the lights,0.707,11.54
2,please turn off the lights,smart_home,imperative,formal,short,phrasal_verb,,constrained:modal_should,constrained,modal_should,the lights should be turned off,0.8322,57.21
2,please turn off the lights,smart_home,imperative,formal,short,phrasal_verb,,constrained:modal_should,constrained,modal_should,the lights should be switched off,0.7752,67.7
2,please turn off the lights,smart_home,imperative,formal,short,phrasal_verb,,constrained:modal_should,constrained,modal_should,the lights should be shut off,0.8176,92.58
2,please turn off the lights,smart_home,imperative,formal,short,phrasal_verb,,constrained:passive_voice,constrained,passive_voice,please have the lights turned off,0.8082,54.67
2,please turn off the lights,smart_home,imperative,formal,short,phrasal_verb,,constrained:passive_voice,constrained,passive_voice,please get the lights turned off,0.8889,101.95
2,please turn off the lights,smart_home,imperative,formal,short,phrasal_verb,,constrained:passive_voice,constrained,passive_voice,please have the lights switched off,0.7592,90.98
2,please turn off the lights,smart_home,imperative,formal,short,phrasal_verb,,constrained:negative_framing,constrained,negative_framing,don't forget to turn off the lights,0.6993,16.79
2,please turn off the lights,smart_home,imperative,formal,short,phrasal_verb,,constrained:negative_framing,constrained,negative_framing,make sure the lights aren't left on,0.6431,49.37
2,please turn off the lights,smart_home,imperative,formal,short,phrasal_verb,,constrained:negative_framing,constrained,negative_framing,ensure the lights aren't still on,0.7303,190.02
2,please turn off the lights,smart_home,imperative,formal,short,phrasal_verb,,constrained:progressive_desire,constrained,progressive_desire,i've been hoping you could turn off the lights,0.8011,60.86
2,please turn off the lights,smart_home,imperative,formal,short,phrasal_verb,,constrained:progressive_desire,constrained,progressive_desire,i was meaning to ask you to turn off the lights,0.7481,41.51
2,please turn off the lights,smart_home,imperative,formal,short,phrasal_verb,,constrained:progressive_desire,constrained,progressive_desire,i've been wanting you to turn off the lights,0.7904,58.75
2,please turn off the lights,smart_home,imperative,formal,short,phrasal_verb,,constrained:time_framed,constrained,time_framed,please turn off the lights before i leave,0.8977,75.03
2,please turn off the lights,smart_home,imperative,formal,short,phrasal_verb,,constrained:time_framed,constrained,time_framed,please turn off the lights for the night,0.897,27.88
2,please turn off the lights,smart_home,imperative,formal,short,phrasal_verb,,constrained:time_framed,constrained,time_framed,please turn off the lights right now,0.9443,47.8
2,please turn off the lights,smart_home,imperative,formal,short,phrasal_verb,,constrained:reason_added,constrained,reason_added,please turn off the lights because i'm going to sleep,0.8602,40.62
2,please turn off the lights,smart_home,imperative,formal,short,phrasal_verb,,constrained:reason_added,constrained,reason_added,please turn off the lights since i'm heading out,0.8503,102.2
2,please turn off the lights,smart_home,imperative,formal,short,phrasal_verb,,constrained:reason_added,constrained,reason_added,please turn off the lights as it's getting late,0.856,43.07
2,please turn off the lights,smart_home,imperative,formal,short,phrasal_verb,,constrained:abbreviated_spoken,constrained,abbreviated_spoken,hey can you turn off the lights,0.7968,44.9
2,please turn off the lights,smart_home,imperative,formal,short,phrasal_verb,,constrained:abbreviated_spoken,constrained,abbreviated_spoken,could you switch off the lights,0.6797,46.13
2,please turn off the lights,smart_home,imperative,formal,short,phrasal_verb,,constrained:abbreviated_spoken,constrained,abbreviated_spoken,turn the lights off please,0.9504,133.0
2,please turn off the lights,smart_home,imperative,formal,short,phrasal_verb,,constrained:emphatic,constrained,emphatic,please really turn off the lights,0.934,70.76
2,please turn off the lights,smart_home,imperative,formal,short,phrasal_verb,,constrained:emphatic,constrained,emphatic,make sure to turn off the lights,0.6561,34.31
2,please turn off the lights,smart_home,imperative,formal,short,phrasal_verb,,constrained:emphatic,constrained,emphatic,be sure to definitely turn off the lights,0.7013,81.42
2,please turn off the lights,smart_home,imperative,formal,short,phrasal_verb,,constrained:confirmation_seeking,constrained,confirmation_seeking,could you please turn off the lights okay,0.8629,70.32
2,please turn off the lights,smart_home,imperative,formal,short,phrasal_verb,,constrained:confirmation_seeking,constrained,confirmation_seeking,can you turn off the lights alright,0.7526,200.55
2,please turn off the lights,smart_home,imperative,formal,short,phrasal_verb,,constrained:confirmation_seeking,constrained,confirmation_seeking,would you mind turning off the lights can you do that,0.7353,59.22
2,please turn off the lights,smart_home,imperative,formal,short,phrasal_verb,,mlm_substitution,mlm_substitution,,help turn off the lights,0.8292,67.04
2,please turn off the lights,smart_home,imperative,formal,short,phrasal_verb,,mlm_substitution,mlm_substitution,,i turn off the lights,0.8476,78.39
2,please turn off the lights,smart_home,imperative,formal,short,phrasal_verb,,mlm_substitution,mlm_substitution,,please turn off the alarm,0.62,149.85
2,please turn off the lights,smart_home,imperative,formal,short,phrasal_verb,,mlm_substitution,mlm_substitution,,please turn off the internet,0.629,77.75
